Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,BEDROCK TWO DETROIT 2-4,160 E Congress St,Larned side,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330531,-83.04323,2026-08-09,257850,2026-08-09 02:21:09 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK TWO DETROIT 2-1,160 E Congress St,Larned side,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330546,-83.043093,2026-08-09,257851,2026-08-09 02:21:10 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK TWO DETROIT 2-3,160 E Congress St,Larned side,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330518,-83.043241,2026-08-09,257852,2026-08-09 02:21:10 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK TWO DETROIT 2-2,160 E Congress St,Larned side,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330523,-83.043226,2026-08-09,257853,2026-08-09 02:21:10 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,DDA- Parking Lot,135 West Main Street,,Pinckney,MI,48169,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,https://blinkcharging.com,GPS,42.456461,-83.947204,2026-08-10,257883,2026-08-10 00:34:15 UTC,,,,2023-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS NORTH GARAGE 1A,7765 John C Lodge Fwy,,Detroit,MI,48202,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370813,-83.085294,2026-08-09,258243,2026-08-09 02:21:40 UTC,,,,2023-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS NORTH GARAGE 1D,8009 John C Lodge Fwy,,Detroit,MI,48202,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.373122,-83.086376,2026-08-09,258244,2026-08-09 02:21:40 UTC,,,,2023-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS NORTH GARAGE 1E,7765 John C Lodge Fwy,,Detroit,MI,48202,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370784,-83.085358,2026-08-09,258245,2026-08-09 02:21:40 UTC,,,,2023-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS NORTH GARAGE 1B,8009 John C Lodge Fwy,,Detroit,MI,48202,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370906,-83.085259,2026-08-09,258246,2026-08-09 02:21:40 UTC,,,,2023-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS NORTH GARAGE 1C,1116 Delaware St,,Detroit,MI,48202,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.370835,-83.085344,2026-08-09,258247,2026-08-09 02:21:41 UTC,,,,2023-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,LEV 2 CHARGE #1 11381 -1,11381 1st Ave NW,Warehouse,Grand Rapids,MI,49534,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.975709,-85.788247,2026-08-09,258278,2026-08-09 02:12:27 UTC,,,,2023-04-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Swtch Energy,3965 Okemos Rd,,Okemos,MI,48864,,844-798-2438,E,,Private,24 hours daily,A D Debit M V,,,,,8.0,,,SWTCH,https://swtchenergy.com,GPS,42.6963631,-84.4331607,2023-06-12,258903,2024-01-31 22:07:01 UTC,P,,,2022-09-21,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,
ELEC,Swtch Energy,600 3 Mile Rd NW,,Grand Rapids,MI,49544,,844-798-2438,E,,Private,24 hours daily,A D Debit M V,,,,,4.0,,,SWTCH,https://swtchenergy.com,GPS,43.0135312,-85.6840543,2023-06-12,258911,2024-01-31 22:07:01 UTC,P,,,2022-12-08,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,
ELEC,BEDROCK GREEKTOWN 1-3,1001 Brush St,Greektown entrance,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.333571,-83.04401,2026-08-09,259001,2026-08-09 02:21:47 UTC,,,,2023-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK GREEKTOWN 1-2,1001 Brush St,Greektown entrance,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.333514,-83.044136,2026-08-09,259006,2026-08-09 02:21:47 UTC,,,,2023-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK GREEKTOWN 1-4,1001 Brush St,Greektown entrance,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.333566,-83.04406,2026-08-09,259009,2026-08-09 02:21:47 UTC,,,,2023-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MONROE CCC MCCC EV 01,1555 S Raisinville Rd,,Monroe Charter Township,MI,48161,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.917446,-83.47045,2026-08-09,259342,2026-08-09 02:21:50 UTC,,,,2023-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,VCCANTON CCA CAN,41420 Village Green Blvd W,Near leasing office,Canton,MI,48187,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.312465,-83.448979,2026-08-09,259476,2026-08-09 02:21:44 UTC,,,,2023-04-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,KOOL TOYOTA CPE-FAST,3780 Plainfield Ave NE,,Grand Rapids,MI,49525,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.031982,-85.625881,2026-08-09,259746,2026-08-09 02:20:56 UTC,,,,2023-04-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Cambria Hotel Traverse City,255 Munson Avenue US31,,Traverse City,MI,49686,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,44.76316,-85.58566,2026-08-10,259814,2026-08-10 00:53:47 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,K COLLEGE TROWBRIDGE,1331 Academy Street,In the parking lot south of Trowbridge Hall near dumpster,Kalamazoo,MI,49006,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.28947,-85.603105,2026-08-09,260012,2026-08-09 01:15:33 UTC,,,,2023-04-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,K COLLEGE FITNESS CEN,123 W Main Ct,In the parking lot east of the Fitness Center,Kalamazoo,MI,49006,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.290858,-85.596501,2026-08-09,260013,2026-08-09 01:16:18 UTC,,,,2023-04-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MONROE MI DDA 120WFRONTRIGHT,120 W. Front St,,Monroe,MI,48161,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.917015,-83.39752,2026-08-09,260723,2026-08-09 02:23:12 UTC,,,,2023-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MONROE MI DDA 120WFRONTLEFT,120 W. Front St,,Monroe,MI,48161,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.91699,-83.39747,2026-08-09,260724,2026-08-09 02:23:12 UTC,,,,2023-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"Meijer 254 (Hudsonville, MI)",4075 32nd Ave,,Hudsonville,MI,49426,,833-632-2778,E,,Public,24 hours daily,,,,,,,6.0,,Electrify America,https://www.electrifyamerica.com,GPS,42.8437,-85.86302,2026-08-09,260740,2026-08-09 03:38:49 UTC,,,,2023-05-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WALLED LAKE DUBLIN,425 Farnsworth Rd,,White Lake charter Township,MI,48386,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.635107,-83.467635,2026-08-09,260854,2026-08-09 02:19:53 UTC,,,,2023-05-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Evergetic Charging Spa,330 South Martin Luther King Junior Boulevard,,Lansing,MI,48915,,888-998-2546,E,,Public,24 hours daily,,,,,,,4.0,,Blink Network,https://blinkcharging.com,GPS,42.73031290296601,-84.56760581120493,2026-08-09,260889,2026-08-09 01:00:32 UTC,,,,2023-05-11,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK 1001 WW 1-2,35 State St,Up ramp,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.332563,-83.047756,2026-08-09,261017,2026-08-09 02:23:16 UTC,,,,2023-05-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK 1001 WW 1-1,35 State St,Upramp,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.332515,-83.047841,2026-08-09,261018,2026-08-09 02:23:16 UTC,,,,2023-05-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK Z DECK 4-1,219 Gratiot Ave,,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334349,-83.046319,2026-08-09,261068,2026-08-09 02:23:29 UTC,,,,2023-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK Z DECK 4-3,219 Gratiot Ave,,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334372,-83.046328,2026-08-09,261069,2026-08-09 02:23:29 UTC,,,,2023-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK Z DECK 4-4,219 Gratiot Ave,,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334349,-83.046303,2026-08-09,261071,2026-08-09 02:23:30 UTC,,,,2023-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK Z DECK 4-2,219 Gratiot Ave,,Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334377,-83.046346,2026-08-09,261072,2026-08-09 02:23:30 UTC,,,,2023-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MISCPRODUCTS CT4021-1,16730 Enterprise Dr,,Macomb,MI,48044,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.666712,-82.954441,2026-08-09,261287,2026-08-09 02:23:32 UTC,,,,2023-05-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,33113 Grand River Ave Farmington MI,33113 Grand River Ave,,Farmington,MI,48335,,313-262-6722,E,,Public,,,,,,,2.0,1.0,,RED_E,https://www.redecharge.com,GPS,42.463067849886,-83.373691490611,2026-08-09,261483,2026-08-09 05:12:07 UTC,,,,2023-05-25,,,,,CHADEMO J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Gorno Bros Ford,22025 Allen Rd,,Woodhaven,MI,48183,,,E,,Public - Call ahead,24 hours daily; drivers must notify staff to have charger turned on,,,,,,1.0,,,Non-Networked,,GPS,42.14717573777452,-83.22535304893495,2023-06-12,261668,2026-06-25 00:32:52 UTC,P,,,2022-04-28,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Courthouse Public Parking,1045 Independence Blvd.,,Charlotte,MI,48813,,866-816-7584,E,,Public,24 hours daily,,,,,,4.0,,,EV Connect,https://www.evconnect.com,GPS,42.581424,-84.845587,2026-08-09,261743,2026-08-09 03:49:10 UTC,,,,2023-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Retail Contractors USA,121 Union St,,Marine City,MI,48039,,586-214-2221,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2.0,,,AMPUP,https://ampup.io,GPS,42.7146525,-82.4933182,2023-06-12,262113,2026-08-05 18:21:35 UTC,P,,,2023-01-30,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,BP Lathrup Village,26727 Southfield Rd,,Lathrup Village,MI,48076,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.486462232063,-83.222381693108,2026-08-09,262364,2026-08-09 05:12:16 UTC,,,,2023-06-01,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,The Mariner North Resort,245 Gratiot St,,Copper Harbor,MI,49918,,844-584-2329,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4.0,1.0,,Non-Networked,,GPS,47.4683540313042,-87.8890498656848,2025-08-12,262494,2026-02-02 23:16:24 UTC,P,,,2023-06-08,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Village of Ortonville - 11 Pond St,11 Pond St,,Ortonville,MI,48462,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://www.flo.com,GPS,42.852058,-83.443777,2026-08-09,262546,2026-08-09 04:07:35 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Orion Center,1335 Joslyn Rd,,Lake Orion,MI,48360,,248-391-0304,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,200-8,42.75971,-83.28088,2023-07-11,262620,2026-06-30 20:18:25 UTC,LG,,,2022-11-18,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,$1 per hour,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Civic Center,2525 Joslyn Rd,,Lake Orion,MI,48360,,248-391-0304,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,200-8,42.74362,-83.28146,2025-12-12,262621,2026-02-02 23:16:24 UTC,LG,,,2022-11-18,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,$1 per hour,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Friendship Park,3380 Clarkston Rd,,Lake Orion,MI,48362,,248-391-0304,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,42.7679165,-83.3111595,2025-11-13,262622,2026-02-02 23:16:24 UTC,LG,,,2022-11-18,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,HFHS WB GARAGE 4B,6777 W Maple Rd,,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.537981,-83.406731,2026-08-09,262655,2026-08-09 02:23:59 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS WB GARAGE 4A,6777 W Maple Rd,Outpatient Parking Garage,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.537889,-83.406855,2026-08-09,262656,2026-08-09 02:24:00 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS WB GARAGE 3B,6777 W Maple Rd,Outpatient Parking Garage,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.537847,-83.406841,2026-08-09,262657,2026-08-09 02:24:00 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS WB GARAGE 3A,6777 W Maple Rd,Outpatient Parking Garage,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.537856,-83.406773,2026-08-09,262658,2026-08-09 02:24:00 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,DICK HUVAERE'S CHARGER #5,67567 Main St,,Richmond,MI,48062,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.799098,-82.74231,2026-08-09,262660,2026-08-09 02:24:08 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,DICK HUVAERE'S CHARGER #4,67567 Main St,,Richmond,MI,48062,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.799165,-82.742263,2026-08-09,262661,2026-08-09 02:24:08 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"City of Petoskey, MI - Darling Parking Lot",421 Petoskey Street,,Petoskey,MI,49770,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,45.373329095118415,-84.95700528162419,2026-08-10,262708,2026-08-10 00:23:37 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CITY OF HANCOCK FRANKLIN ST,411 Tezcuco St,"Parking lot in back, corner of Franklin and Tezcuco",Hancock,MI,49930,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,47.127575,-88.580819,2026-08-09,262731,2026-08-09 02:15:52 UTC,,,,2023-06-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"City of Petoskey, MI - Depot  Parking Lot",100 Depot court,,Petoskey,MI,49770,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,2.0,,Blink Network,https://blinkcharging.com,GPS,45.37586912482663,-84.95964056213582,2026-08-10,262765,2026-08-10 00:44:47 UTC,,,,2023-05-25,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MIDDLEVILLE MIDDLEVILLE-1,100 E Main St,,Middleville,MI,49333,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.711061,-85.464384,2026-08-09,262798,2026-08-09 02:24:28 UTC,,,,2023-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"City of Petoskey, MI - Elks Parking Lot",442 Bay Street,,Petoskey,MI,49770,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,45.37607525002056,-84.95395153929651,2026-08-10,262824,2026-08-10 00:18:01 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Serra Honda Brighton,8294 Grand River Avenue,,Brighton,MI,48114,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,42.550209,-83.789519,2026-08-10,262892,2026-08-10 00:41:58 UTC,,,,2023-05-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CAMPUS CENTER HORSESHOE,1700 University Avenue Campus Horseshoe Visit,Visitor Parking Area near the Campus Center Entrance,Flint,MI,48504,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.012838,-83.712289,2026-08-09,264853,2026-08-09 01:11:21 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"Meijer 188 (Livonia, MI)",13000 Middlebelt Road,,Livonia,MI,48150,,833-632-2778,E,,Public,24 hours daily,,,,,,,6.0,,Electrify America,https://www.electrifyamerica.com,GPS,42.37917,-83.32951,2026-08-09,279396,2026-08-09 03:38:49 UTC,,,,2023-06-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"Meijer 041 (Benton Harbor, MI)",1920 Pipestone Rd,,Benton Harbor,MI,49022,,833-632-2778,E,,Public,24 hours daily,,,,,,,6.0,,Electrify America,https://www.electrifyamerica.com,GPS,42.08223,-86.42403,2026-08-09,279484,2026-08-09 03:36:27 UTC,,,,2023-06-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ST. IVES ST IVES GOLF,9900 St Ives Dr,,Stanwood,MI,49346,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.609399,-85.303628,2026-08-09,300122,2026-08-09 02:23:13 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS MACOMB NT LOT1A,15855 19 Mile Rd,,Clinton Township,MI,48038,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.614784,-82.960186,2026-08-09,300460,2026-08-09 02:24:17 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS MACOMB NT LOT1B,15855 19 Mile Rd,,Clinton Township,MI,48038,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.614776,-82.960422,2026-08-09,300461,2026-08-09 02:24:17 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HFHS MACOMB NT LOT1C,15855 19 Mile Rd,,Clinton Township,MI,48038,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.614989,-82.960809,2026-08-09,300462,2026-08-09 02:24:17 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BEDROCK ONE DETROIT 2-2,100 E Congress St,"1 Detroit garage, near elevator",Detroit,MI,48226,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330315,-83.043642,2026-08-09,300538,2026-08-09 02:24:47 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
